id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,gps_code,iata_code,RW Length,# RW,# Freq,# Routes,is Hub,Slots ,Passengers/DAY,Passenger factor,Randomizer,Boarding new Passengers,,,
2071,DAOO,medium_airport,Es Senia Airport,35.62390137,-0.621182978,295,AF,DZ,DZ-31,Oran,DAOO,ORN,10039,1,2,34,0,11,1000,8.5,104,3577,,,
3263,HUEN,medium_airport,Entebbe International Airport,0.042385999,32.44350052,3782,AF,UG,UG-102,Kampala,HUEN,EBB,12000,2,3,34,0,15,1000,8.5,86,4002,,,
3717,KMYR,medium_airport,Myrtle Beach International Airport,33.67969894,-78.92829895,25,NA,US,US-SC,Myrtle Beach,KMYR,MYR,9503,1,8,34,0,12,1000,8.5,94,4072,,,
3751,KOMA,medium_airport,Eppley Airfield,41.30319977,-95.89409637,984,NA,US,US-NE,Omaha,KOMA,OMA,9502,3,8,34,0,17,1000,8.5,89,3647,,,
4021,LEMH,medium_airport,Menorca Airport,39.86259842,4.218649864,302,EU,ES,ES-PM,Menorca Island,LEMH,MAH,7710,2,4,34,0,12,1000,8.5,105,3825,,,
4238,LFST,medium_airport,Strasbourg Airport,48.53829956,7.628230095,505,EU,FR,FR-A,Strasbourg,LFST,SXB,7874,1,4,34,0,10,1000,8.5,100,3010,,,
4433,LOWS,medium_airport,Salzburg Airport,47.79330063,13.00430012,1411,EU,AT,AT-5,Salzburg,LOWS,SZG,9022,1,4,34,0,11,1000,8.5,85,2904,,,
4571,LUKK,medium_airport,Chi┼ƒin─âu International Airport,46.92770004,28.93099976,399,EU,MD,MD-C,Chi┼ƒin─âu,LUKK,KIV,11779,1,4,34,0,13,1000,8.5,99,3081,,,
4512,LTAF,large_airport,Adana Airport,36.98220062,35.28039932,65,AS,TR,TR-01,Adana,LTAF,ADA,9022,1,4,17,0,11,2000,5,102,4208,,,
2537,EINN,large_airport,Shannon Airport,52.70199966,-8.924819946,46,EU,IE,IE-CE,Limerick,EINN,SNN,10495,5,4,29,1,22,2000,5,96,4416,,,
3496,KDSM,large_airport,Des Moines International Airport,41.5340004,-93.6631012,958,NA,US,US-IA,Des Moines,KDSM,DSM,9003,2,8,29,1,14,2000,5,103,3500,,,
3645,KLIT,large_airport,Bill & Hillary Clinton National Airport/Adams Field,34.72940063,-92.22429657,262,NA,US,US-AR,Little Rock,KLIT,LIT,8273,3,7,29,1,16,2000,5,113,3750,,,
2088,DFFD,medium_airport,Ouagadougou Airport,12.35319996,-1.512420058,1037,AF,BF,BF-KAD,Ouagadougou,DFFD,OUA,9934,2,3,33,0,14,1000,8.25,120,3918,,,
2524,EHRD,medium_airport,Rotterdam The Hague Airport,51.956902,4.43722,-15,EU,NL,NL-ZH,Rotterdam,EHRD,RTM,7218,1,5,33,0,9,1000,8.25,113,3265,,,
5894,SBCY,medium_airport,Marechal Rondon Airport,-15.65289974,-56.11669922,617,SA,BR,BR-MT,Cuiab├í,SBCY,CGB,7546,1,2,33,0,9,1000,8.25,107,3128,,,
5897,SBEG,medium_airport,Eduardo Gomes International Airport,-3.038609982,-60.04970169,264,SA,BR,BR-AM,Manaus,SBEG,MAO,8858,1,5,32,0,11,1000,8,117,3233,,,
4469,LQSA,large_airport,Sarajevo International Airport,43.82460022,18.3314991,1708,EU,BA,BA-BIH,Sarajevo,LQSA,SJJ,8666,1,4,16,0,10,2000,5,83,4291,,,
313262,SBSG,large_airport,Governador Alu├¡zio Alves International Airport,-5.768056,-35.376111,272,SA,BR,BR-RN,Natal,SBSG,NAT,9843,1,3,16,0,11,2000,5,117,3583,,,
2660,ESKN,medium_airport,Stockholm Skavsta Airport,58.78860092,16.91220093,140,EU,SE,SE-D,Stockholm / Nyk├╢ping,ESKN,NYO,9442,2,2,31,0,13,1000,7.75,80,2841,,,
3371,KALB,medium_airport,Albany International Airport,42.74829865,-73.80169678,285,NA,US,US-NY,Albany,KALB,ALB,7200,2,8,31,0,13,1000,7.75,120,3132,,,
3775,KPIE,medium_airport,St Petersburg Clearwater International Airport,27.91020012,-82.68740082,11,NA,US,US-FL,St Petersburg-Clearwater,KPIE,PIE,8800,4,10,31,0,19,1000,7.75,107,3552,,,
4330,LIEA,medium_airport,Alghero-Fertilia Airport,40.632099,8.29077,87,EU,IT,IT-88,Alghero,LIEA,AHO,9843,1,3,31,0,11,1000,7.75,95,2841,,,
4628,MBPV,medium_airport,Providenciales Airport,21.77359962,-72.26589966,15,NA,TC,TC-PR,Providenciales Island,MBPV,PLS,7598,1,3,31,0,9,1000,7.75,93,3713,,,
5615,RJSS,medium_airport,Sendai Airport,38.13970184,140.9170074,15,AS,JP,JP-04,Sendai,RJSS,SDJ,9842,2,6,31,0,14,1000,7.75,101,3390,,,
3853,KRNO,large_airport,Reno Tahoe International Airport,39.49909973,-119.7679977,4415,NA,US,US-NV,Reno,KRNO,RNO,11002,3,9,27,1,18,2000,5,101,3583,,,
3930,KTUL,large_airport,Tulsa International Airport,36.19839859,-95.88809967,677,NA,US,US-OK,Tulsa,KTUL,TUL,9999,3,9,27,1,18,2000,5,112,4291,,,
5360,PAFA,large_airport,Fairbanks International Airport,64.81510162,-147.8560028,439,NA,US,US-AK,Fairbanks,PAFA,FAI,11800,4,11,27,1,22,2000,5,110,3458,,,
1993,CYZF,medium_airport,Yellowknife Airport,62.46279907,-114.4400024,675,NA,CA,CA-NT,Yellowknife,CYZF,YZF,7500,2,6,30,0,12,1000,7.5,111,2843,,,
5270,OPPS,medium_airport,Peshawar International Airport,33.9939003,71.51460266,1158,AS,PK,PK-NW,Peshawar,OPPS,PEW,9000,1,5,30,0,11,1000,7.5,81,2593,,,
5292,ORER,medium_airport,Erbil International Airport,36.23759842,43.96319962,1341,AS,IQ,IQ-AR,Arbil,ORER,EBL,13890,4,3,30,0,22,1000,7.5,92,2687,,,
5967,SBRJ,medium_airport,Santos Dumont Airport,-22.91049957,-43.1631012,11,SA,BR,BR-RJ,Rio De Janeiro,SBRJ,SDU,4341,2,5,30,0,9,1000,7.5,104,2875,,,
6110,SKCL,medium_airport,Alfonso Bonilla Aragon International Airport,3.54322,-76.3816,3162,SA,CO,CO-VAC,Cali,SKCL,CLO,9842,1,5,30,0,11,1000,7.5,95,2656,,,
3913,KSYR,large_airport,Syracuse Hancock International Airport,43.11119843,-76.10630035,421,NA,US,US-NY,Syracuse,KSYR,SYR,9003,3,7,26,1,16,2000,5,119,3625,,,
5338,PABE,medium_airport,Bethel Airport,60.77980042,-161.8379974,126,NA,US,US-AK,Bethel,PABE,BET,6400,3,8,29,0,14,1000,7.25,114,3020,,,
5520,RCMQ,medium_airport,Taichung Ching Chuang Kang Airport,24.26469994,120.6210022,663,AS,TW,TW-TXG,Taichung City,RCMQ,RMQ,12000,1,4,29,0,13,1000,7.25,103,2628,,,
2481,EGTE,large_airport,Exeter International Airport,50.7344017,-3.413889885,102,EU,GB,GB-ENG,Exeter,EGTE,EXT,6834,2,4,25,1,11,2000,5,81,4083,,,
3568,KGSO,large_airport,Piedmont Triad International Airport,36.09780121,-79.93730164,925,NA,US,US-NC,Greensboro,KGSO,GSO,10001,3,6,25,1,17,2000,5,115,4500,,,
4713,MMHO,large_airport,General Ignacio P. Garcia International Airport,29.09589958,-111.0479965,627,NA,MX,MX-SON,Hermosillo,MMHO,HMO,7546,2,3,25,1,12,2000,5,88,3333,,,
1864,CYQB,medium_airport,Quebec Jean Lesage International Airport,46.7911,-71.393303,244,NA,CA,CA-QC,Quebec,CYQB,YQB,9000,2,7,28,0,14,1000,7,117,2887,,,
3066,GABS,medium_airport,Senou Airport,12.53349972,-7.949940205,1247,AF,ML,ML-2,Senou,GABS,BKO,8879,1,3,28,0,10,1000,7,112,2566,,,
3101,GMAD,medium_airport,Al Massira Airport,30.32500076,-9.413069725,250,AF,MA,MA-AGD,Agadir,GMAD,AGA,10499,1,2,28,0,11,1000,7,94,3033,,,
3566,KGRR,medium_airport,Gerald R. Ford International Airport,42.88079834,-85.52279663,794,NA,US,US-MI,Grand Rapids,KGRR,GRR,10000,3,9,28,0,18,1000,7,111,3091,,,
4324,LICT,medium_airport,Vincenzo Florio Airport Trapani-Birgi,37.9114,12.488,25,EU,IT,IT-82,Trapani (TP),LICT,TPS,8852,1,4,28,0,10,1000,7,99,2420,,,
5011,NVVV,medium_airport,Bauerfield International Airport,-17.69930077,168.3200073,70,OC,VU,VU-SEE,Port Vila,NVVV,VLI,8530,2,5,28,0,13,1000,7,107,2887,,,
5072,OAKB,medium_airport,Kabul International Airport,34.5658989,69.21230316,5877,AS,AF,AF-KAB,Kabul,OAKB,KBL,11483,1,3,28,0,12,1000,7,92,2420,,,
4958,NCRG,large_airport,Rarotonga International Airport,-21.20269966,-159.8059998,19,OC,CK,CK-U-A,Avarua,NCRG,RAR,7638,1,3,14,0,9,2000,5,83,3833,,,
5697,RPMD,large_airport,Francisco Bangoy International Airport,7.125520229,125.6460037,96,AS,PH,PH-DAV,Davao City,RPMD,DVO,9842,1,4,14,0,11,2000,5,120,3458,,,
3752,KONT,large_airport,Ontario International Airport,34.05599976,-117.6009979,944,NA,US,US-CA,Ontario,KONT,ONT,12198,2,5,24,1,16,2000,5,93,4666,,,
2702,ESSB,medium_airport,Stockholm-Bromma Airport,59.35440063,17.94169998,47,EU,SE,SE-AB,Stockholm,ESSB,BMA,5472,1,5,27,0,8,1000,6.75,105,2418,,,
2908,FMMI,medium_airport,Ivato Airport,-18.7968998,47.47880173,4198,AF,MG,MG-T,Antananarivo,FMMI,TNR,10171,1,1,27,0,11,1000,6.75,80,2418,,,
3040,FZAA,medium_airport,Ndjili International Airport,-4.385749817,15.44460011,1027,AF,CD,CD-KN,Kinshasa,FZAA,FIH,15420,1,4,27,0,16,1000,6.75,116,3065,,,
3795,KPVD,medium_airport,Theodore Francis Green State Airport,41.73260117,-71.42040253,55,NA,US,US-RI,Providence,KPVD,PVD,8700,2,7,27,0,14,1000,6.75,96,2925,,,
3864,KSAV,large_airport,Savannah Hilton Head International Airport,32.12760162,-81.20210266,50,NA,US,US-GA,Savannah,KSAV,SAV,9351,2,11,23,1,15,2000,5,116,3750,,,
3005,FVHA,medium_airport,Harare International Airport,-17.93180084,31.09280014,4887,AF,ZW,ZW-HA,Harare,FVHA,HRE,15502,1,4,26,0,16,1000,6.5,105,2491,,,
3792,KPSP,medium_airport,Palm Springs International Airport,33.82970047,-116.5070038,477,NA,US,US-CA,Palm Springs,KPSP,PSP,10000,2,8,26,0,15,1000,6.5,88,2979,,,
3994,LDZD,medium_airport,Zemunik Airport,44.10829926,15.34669971,289,EU,HR,HR-13,Zadar,LDZD,ZAD,8202,2,2,26,0,12,1000,6.5,119,2897,,,
6158,SKRG,medium_airport,Jose Maria C├│rdova International Airport,6.16454,-75.4231,6955,SA,CO,CO-ANT,Medell├¡n,SKRG,MDE,11483,1,7,26,0,13,1000,6.5,97,3060,,,
4859,MUVR,large_airport,Juan Gualberto Gomez International Airport,23.03440094,-81.43530273,210,NA,CU,CU-04,Varadero,MUVR,VRA,11490,1,4,13,0,13,2000,5,99,3583,,,
1986,CYYT,large_airport,St. John's International Airport,47.61859894,-52.75189972,461,NA,CA,CA-NL,St. John's,CYYT,YYT,8502,3,6,22,1,16,2000,5,118,4000,,,
3,AGGH,medium_airport,Honiara International Airport,-9.42800045,160.0549927,28,OC,SB,SB-CT,Honiara,AGGH,HIR,7218,1,2,25,0,9,1000,6.25,87,2317,,,
1895,CYRT,medium_airport,Rankin Inlet Airport,62.81140137,-92.11579895,94,NA,CA,CA-NU,Rankin Inlet,CYRT,YRT,6000,1,5,25,0,8,1000,6.25,110,2760,,,
2868,FCBB,medium_airport,Maya-Maya Airport,-4.251699924,15.25300026,1048,AF,CG,CG-12,Brazzaville,FCBB,BZV,10827,1,3,25,0,12,1000,6.25,120,2708,,,
3223,HLLB,medium_airport,Benina International Airport,32.09680176,20.26950073,433,AF,LY,LY-BA,Benghazi,HLLB,BEN,11732,2,5,25,0,16,1000,6.25,102,2447,,,
4317,LICA,medium_airport,Lamezia Terme Airport,38.905399,16.2423,39,EU,IT,IT-78,Lamezia Terme (CZ),LICA,SUF,7920,1,2,25,0,9,1000,6.25,99,2161,,,
5393,PAOM,medium_airport,Nome Airport,64.5121994,-165.4450073,37,NA,US,US-AK,Nome,PAOM,OME,6001,2,6,25,0,11,1000,6.25,118,2473,,,
2966,FOOL,medium_airport,Libreville Leon M'ba International Airport,0.458600014,9.412280083,39,AF,GA,GA-1,Libreville,FOOL,LBV,9844,1,3,24,0,11,1000,6,105,2575,,,
3512,KELP,medium_airport,El Paso International Airport,31.80719948,-106.3779984,3959,NA,US,US-TX,El Paso,KELP,ELP,12020,3,8,24,0,19,1000,6,92,2800,,,
21410,KXNA,medium_airport,Northwest Arkansas Regional Airport,36.281898,-94.306801,1287,NA,US,US-AR,Fayetteville/Springdale/Rogers,KXNA,XNA,8800,1,7,24,0,11,1000,6,100,2475,,,
4161,LFMT,medium_airport,Montpellier-M├⌐diterran├⌐e Airport,43.57619858,3.963010073,17,EU,FR,FR-K,Montpellier/M├⌐diterran├⌐e,LFMT,MPL,8530,2,5,24,0,13,1000,6,118,2425,,,
4573,LWSK,medium_airport,Skopje Alexander the Great Airport,41.961601,21.621401,781,EU,MK,MK-004,Skopje,LWSK,SKP,8038,1,3,24,0,9,1000,6,112,2075,,,
4825,MTPP,medium_airport,Toussaint Louverture International Airport,18.57999992,-72.29250336,122,NA,HT,HT-OU,Port-au-Prince,MTPP,PAP,9974,1,2,24,0,11,1000,6,85,2025,,,
5137,OIAW,medium_airport,Ahwaz Airport,31.33740044,48.76200104,66,AS,IR,IR-10,Ahwaz,OIAW,AWZ,11149,1,2,24,0,12,1000,6,90,2325,,,
2625,EPPO,large_airport,Pozna┼ä-┼üawica Airport,52.42100143,16.82629967,308,EU,PL,PL-WP,Pozna┼ä,EPPO,POZ,8215,2,3,21,1,12,2000,5,117,3791,,,
3421,KBOI,large_airport,Boise Air Terminal/Gowen field,43.56439972,-116.2229996,2871,NA,US,US-ID,Boise,KBOI,BOI,10000,3,10,21,1,18,2000,5,120,4500,,,
5901,SBFL,large_airport,Herc├¡lio Luz International Airport,-27.67027855,-48.55250168,16,SA,BR,BR-SC,Florian├│polis,SBFL,FLN,7546,2,5,21,1,12,2000,5,112,3666,,,
3247,HSSJ,large_airport,Juba International Airport,4.872010231,31.60110092,1513,AF,SS,SS-17,Juba,HSSJ,JUB,7874,1,2,12,0,9,2000,5,82,3750,,,
3387,KAVL,large_airport,Asheville Regional Airport,35.43619919,-82.54180145,2165,NA,US,US-NC,Asheville,KAVL,AVL,8001,1,6,12,0,10,2000,5,110,4291,,,
3974,LBBG,large_airport,Burgas Airport,42.56959915,27.51519966,135,EU,BG,BG-02,Burgas,LBBG,BOJ,10499,1,3,12,0,11,2000,5,86,4083,,,
2237,EDJA,medium_airport,Memmingen Allgau Airport,47.98880005,10.23950005,2077,EU,DE,DE-BY,Memmingen,EDJA,FMM,9780,1,2,23,0,11,1000,5.75,100,2659,,,
3174,HDAM,medium_airport,Djibouti-Ambouli Airport,11.54730034,43.15950012,49,AF,DJ,DJ-DJ,Djibouti City,HDAM,JIB,10335,1,4,23,0,12,1000,5.75,88,1940,,,
3589,KHPN,medium_airport,Westchester County Airport,41.06700134,-73.70760345,439,NA,US,US-NY,White Plains,KHPN,HPN,6548,2,8,23,0,12,1000,5.75,98,2252,,,
4661,MHLM,medium_airport,Ram├│n Villeda Morales International Airport,15.4526,-87.923599,91,NA,HN,HN-CR,San Pedro Sula,MHLM,SAP,9203,1,4,23,0,11,1000,5.75,112,2683,,,
4806,MRLB,medium_airport,Daniel Oduber Quiros International Airport,10.59329987,-85.54440308,270,NA,CR,CR-G,Liberia,MRLB,LIR,9022,1,4,23,0,11,1000,5.75,94,2323,,,
5311,OYAA,medium_airport,Aden International Airport,12.8295002,45.02880096,7,AS,YE,YE-AD,Aden,OYAA,ADE,10171,1,6,23,0,12,1000,5.75,118,2611,,,
2562,EKYT,large_airport,Aalborg Airport,57.09275891,9.849243164,10,EU,DK,DK-81,Aalborg,EKYT,AAL,8707,2,4,20,1,13,2000,5,85,3708,,,
3605,KICT,large_airport,Wichita Mid Continent Airport,37.64989853,-97.43309784,1333,NA,US,US-KS,Wichita,KICT,ICT,10301,3,9,20,1,18,2000,5,108,3958,,,
3684,KMHT,large_airport,Manchester Airport,42.93259811,-71.43569946,266,NA,US,US-NH,Manchester,KMHT,MHT,9250,2,9,20,1,14,2000,5,87,4750,,,
4617,LZIB,large_airport,M. R. ┼átef├ínik Airport,48.17020035,17.21269989,436,EU,SK,SK-BL,Bratislava,LZIB,BTS,10466,2,3,20,1,14,2000,5,91,4375,,,
2001,CYZV,medium_airport,Sept-├Äles Airport,50.22330093,-66.26560211,180,NA,CA,CA-QC,Sept-├Äles,CYZV,YZV,6552,3,5,22,0,14,1000,5.5,89,2016,,,
3095,GFLL,medium_airport,Lungi International Airport,8.616439819,-13.19550037,84,AF,SL,SL-N,Freetown,GFLL,FNA,10498,1,4,22,0,12,1000,5.5,120,2177,,,
3439,KCAK,medium_airport,Akron Canton Regional Airport,40.91609955,-81.44219971,1228,NA,US,US-OH,Akron,KCAK,CAK,7601,3,9,22,0,16,1000,5.5,112,2635,,,
4015,LEJR,medium_airport,Jerez Airport,36.74459839,-6.060110092,93,EU,ES,ES-AN,Jerez de la Forntera,LEJR,XRY,7546,1,3,22,0,9,1000,5.5,94,2291,,,
4315,LIBR,medium_airport,Brindisi ΓÇô Salento Airport,40.6576,17.947001,47,EU,IT,IT-75,Brindisi,LIBR,BDS,10000,2,5,22,0,14,1000,5.5,105,2589,,,
5382,PAKT,medium_airport,Ketchikan International Airport,55.35559845,-131.7140045,89,NA,US,US-AK,Ketchikan,PAKT,KTN,9500,2,5,22,0,14,1000,5.5,98,2383,,,
5395,PAOT,medium_airport,Ralph Wien Memorial Airport,66.88469696,-162.598999,14,NA,US,US-AK,Kotzebue,PAOT,OTZ,5900,2,7,22,0,11,1000,5.5,104,2429,,,
2213,EDDG,large_airport,M├╝nster Osnabr├╝ck Airport,52.13460159,7.684830189,160,EU,DE,DE-NW,M├╝nster,EDDG,FMO,7119,1,5,11,0,9,2000,5,99,3666,,,
41624,OPST,large_airport,Sialkot Airport,32.53555679,74.3638916,837,AS,PK,PK-PB,Sialkot,OPST,SKT,11811,1,0,11,0,12,2000,5,93,4583,,,
2464,EGPK,medium_airport,Glasgow Prestwick Airport,55.50939941,-4.586669922,65,EU,GB,GB-SCT,Glasgow,EGPK,PIK,9800,2,4,21,0,14,1000,5.25,89,2406,,,
2652,ESGP,medium_airport,Gothenburg City Airport,57.77470016,11.87040043,59,EU,SE,SE-Q,Gothenburg,ESGP,GSE,6689,2,4,21,0,11,1000,5.25,89,1946,,,
3783,KPNS,medium_airport,Pensacola Regional Airport,30.47340012,-87.18659973,121,NA,US,US-FL,Pensacola,KPNS,PNS,7004,2,8,21,0,12,1000,5.25,97,1903,,,
4476,LRCL,medium_airport,Cluj-Napoca International Airport,46.78519821,23.68619919,1036,EU,RO,RO-CJ,Cluj-Napoca,LRCL,CLJ,6693,2,3,21,0,11,1000,5.25,106,2275,,,
5449,PHLI,medium_airport,Lihue Airport,21.97599983,-159.3390045,153,NA,US,US-HI,Lihue,PHLI,LIH,6500,2,6,21,0,11,1000,5.25,104,2340,,,
5908,SBGO,medium_airport,Santa Genoveva Airport,-16.63199997,-49.22069931,2450,SA,BR,BR-GO,Goi├ónia,SBGO,GYN,8202,1,3,21,0,10,1000,5.25,101,2362,,,
3594,KHSV,large_airport,Huntsville International Carl T Jones Field,34.6371994,-86.77510071,629,NA,US,US-AL,Huntsville,KHSV,HSV,12600,2,9,18,1,17,2000,5,86,4166,,,
3619,KJAN,large_airport,Jackson-Medgar Wiley Evers International Airport,32.31119919,-90.07589722,346,NA,US,US-MS,Jackson,KJAN,JAN,8500,2,8,18,1,14,2000,5,86,4000,,,
2144,DXXX,medium_airport,Lom├⌐-Tokoin Airport,6.165609837,1.254510045,72,AF,TG,TG-M,Lom├⌐,DXXX,LFW,9847,1,2,20,0,11,1000,5,92,1916,,,
3150,GVAC,medium_airport,Am├¡lcar Cabral International Airport,16.74139977,-22.94939995,177,AF,CV,CV-B,Espargos,GVAC,SID,10735,2,4,20,0,14,1000,5,111,1916,,,
3254,HTKJ,medium_airport,Kilimanjaro International Airport,-3.429409981,37.07450104,2932,AF,TZ,TZ-26,Arusha,HTKJ,JRO,11834,1,3,20,0,13,1000,5,81,2333,,,
3524,KFAT,medium_airport,Fresno Yosemite International Airport,36.77619934,-119.7180023,336,NA,US,US-CA,Fresno,KFAT,FAT,9217,2,10,20,0,15,1000,5,118,2208,,,
3672,KMDT,medium_airport,Harrisburg International Airport,40.19350052,-76.76339722,310,NA,US,US-PA,Harrisburg,KMDT,MDT,10001,1,5,20,0,12,1000,5,117,2291,,,
4017,LELC,medium_airport,San Javier Airport,37.77500153,-0.812389016,11,EU,ES,ES-MU,San Javier,LELC,MJV,7546,3,3,20,0,14,1000,5,81,2354,,,
4124,LFKC,medium_airport,Calvi-Sainte-Catherine Airport,42.5244444,8.7930556,209,EU,FR,FR-H,Calvi/Sainte-Catherine,LFKC,CLY,7579,1,3,20,0,9,1000,5,85,2166,,,
5156,OIFM,medium_airport,Esfahan Shahid Beheshti International Airport,32.75080109,51.86130142,5059,AS,IR,IR-04,Isfahan,OIFM,IFN,14425,2,5,20,0,18,1000,5,113,2104,,,
5379,PAJN,medium_airport,Juneau International Airport,58.35499954,-134.576004,21,NA,US,US-AK,Juneau,PAJN,JNU,8457,2,10,20,0,14,1000,5,120,2333,,,
5448,PHKO,medium_airport,Ellison Onizuka Kona International At Keahole Airport,19.738783,-156.045603,47,NA,US,US-HI,Kailua/Kona,PHKO,KOA,11000,1,6,20,0,13,1000,5,116,1895,,,
2515,EHBK,large_airport,Maastricht Aachen Airport,50.9117012,5.770140171,375,EU,NL,NL-LI,Maastricht,EHBK,MST,8202,1,4,10,0,10,2000,5,87,3583,,,
3191,HELX,large_airport,Luxor International Airport,25.671,32.7066,294,AF,EG,EG-KN,Luxor,HELX,LXR,9843,1,4,10,0,11,2000,5,116,4750,,,
4451,LPLA,large_airport,Lajes Airport,38.761799,-27.090799,180,EU,PT,PT-20,Praia da Vit├│ria,LPLA,TER,10870,1,7,10,0,13,2000,5,83,3541,,,
4553,LTCG,large_airport,Trabzon International Airport,40.99509811,39.78969955,104,AS,TR,TR-61,Trabzon,LTCG,TZX,8661,1,3,10,0,10,2000,5,93,4458,,,
3438,KCAE,large_airport,Columbia Metropolitan Airport,33.93880081,-81.11949921,236,NA,US,US-SC,Columbia,KCAE,CAE,8601,2,7,17,1,13,2000,5,98,3708,,,
3451,KCID,large_airport,The Eastern Iowa Airport,41.88470078,-91.71080017,869,NA,US,US-IA,Cedar Rapids,KCID,CID,8601,2,8,17,1,14,2000,5,97,3500,,,
3707,KMSN,large_airport,Dane County Regional Truax Field,43.13990021,-89.33750153,887,NA,US,US-WI,Madison,KMSN,MSN,9005,3,11,17,1,17,2000,5,80,3416,,,
2760,EYKA,medium_airport,Kaunas International Airport,54.96390152,24.08480072,256,EU,LT,LT-KU,Kaunas,EYKA,KUN,10335,1,3,19,0,11,1000,5,106,2354,,,
2905,FMEE,medium_airport,Roland Garros Airport,-20.88710022,55.51029968,66,AF,RE,RE-U-A,St Denis,FMEE,RUN,10499,2,5,19,0,14,1000,5,84,2333,,,
3039,FYWH,medium_airport,Hosea Kutako International Airport,-22.4799,17.4709,5640,AF,NA,NA-KH,Windhoek,FYWH,WDH,15010,2,4,19,0,18,1000,5,115,2104,,,
3121,GMTT,medium_airport,Ibn Batouta Airport,35.72689819,-5.916890144,62,AF,MA,MA-TNG,Tangier,GMTT,TNG,11483,2,2,19,0,15,1000,5,81,1770,,,
3215,HKNW,medium_airport,Nairobi Wilson Airport,-1.321720004,36.81480026,5536,AF,KE,KE-110,Nairobi,HKNW,WIL,5052,2,1,19,0,9,1000,5,107,2270,,,
4031,LERS,medium_airport,Reus Air Base,41.1473999,1.167170048,233,EU,ES,ES-CT,Reus,LERS,REU,8054,2,3,19,0,12,1000,5,85,1791,,,
4047,LEXJ,medium_airport,Santander Airport,43.42710114,-3.820009947,16,EU,ES,ES-S,Santander,LEXJ,SDR,7612,1,3,19,0,9,1000,5,99,1958,,,
4430,LOWG,medium_airport,Graz Airport,46.99110031,15.43959999,1115,EU,AT,AT-6,Graz,LOWG,GRZ,9842,3,3,19,0,16,1000,5,110,1750,,,
5172,OIKB,medium_airport,Bandar Abbas International Airport,27.21829987,56.37779999,22,AS,IR,IR-23,Bandar Abbas,OIKB,BND,12008,2,3,19,0,15,1000,5,113,2000,,,
5968,SBRP,medium_airport,Leite Lopes Airport,-21.13638878,-47.77666855,1806,SA,BR,BR-SP,Ribeir├úo Preto,SBRP,RAO,6890,1,4,19,0,9,1000,5,89,1875,,,
2669,ESMS,large_airport,Malm├╢ Sturup Airport,55.53630536,13.37619781,236,EU,SE,SE-M,Malm├╢,ESMS,MMX,9186,2,3,16,1,13,2000,5,109,4416,,,
3448,KCHA,large_airport,Lovell Field,35.03530121,-85.20379639,683,NA,US,US-TN,Chattanooga,KCHA,CHA,7400,2,10,16,1,13,2000,5,103,3333,,,
3547,KFWA,large_airport,Fort Wayne International Airport,40.97850037,-85.19509888,814,NA,US,US-IN,Fort Wayne,KFWA,FWA,12000,3,8,16,1,19,2000,5,92,4083,,,
4613,LYPG,large_airport,Podgorica Airport,42.359402,19.2519,141,EU,ME,ME-16,Podgorica,LYPG,TGD,8202,2,2,16,1,12,2000,5,98,3583,,,
1729,CYFB,medium_airport,Iqaluit Airport,63.756402,-68.555801,110,NA,CA,CA-NU,Iqaluit,CYFB,YFB,8605,1,7,18,0,11,1000,5,85,1958,,,
1961,CYXL,medium_airport,Sioux Lookout Airport,50.11389923,-91.90529633,1258,NA,CA,CA-ON,Sioux Lookout,CYXL,YXL,5300,2,4,18,0,10,1000,5,99,2166,,,
2425,EGJB,medium_airport,Guernsey Airport,49.43500137,-2.601969957,336,EU,GG,GG-U-A,Saint Peter Port,EGJB,GCI,4800,1,4,18,0,7,1000,5,114,1937,,,
2871,FCPP,medium_airport,Pointe Noire Airport,-4.816030025,11.88659954,55,AF,CG,CG-5,Pointe Noire,FCPP,PNR,8530,1,3,18,0,10,1000,5,81,1666,,,
3103,GMFF,medium_airport,Sa├»ss Airport,33.9272995,-4.97796011,1900,AF,MA,MA-FES,Fes,GMFF,FEZ,10499,1,1,18,0,11,1000,5,91,2000,,,
3114,GMMW,medium_airport,Nador International Airport,34.98880005,-3.028209925,574,AF,MA,MA-NAD,Nador,GMMW,NDR,9842,1,1,18,0,10,1000,5,86,2291,,,
3146,GUCY,medium_airport,Conakry International Airport,9.57689,-13.612,72,AF,GN,GN-C,Conakry,GUCY,CKY,10826,1,4,18,0,12,1000,5,86,1687,,,
3432,KBUR,medium_airport,Bob Hope Airport,34.20069885,-118.3590012,778,NA,US,US-CA,Burbank,KBUR,BUR,6886,2,7,18,0,12,1000,5,113,1854,,,
3644,KLGB,medium_airport,Long Beach /Daugherty Field/ Airport,33.81769943,-118.1520004,60,NA,US,US-CA,Long Beach,KLGB,LGB,10000,5,8,18,0,22,1000,5,84,2125,,,
3998,LEAM,medium_airport,Almer├¡a International Airport,36.84389877,-2.370100021,70,EU,ES,ES-AN,Almer├¡a,LEAM,LEI,10499,1,3,18,0,11,1000,5,99,2041,,,
4666,MHTG,medium_airport,Toncont├¡n International Airport,14.06089973,-87.21720123,3294,NA,HN,HN-FM,Tegucigalpa,MHTG,TGU,6112,1,5,18,0,8,1000,5,98,1916,,,
